,sentence_id,source,target
1211,720418:1,The owner truly caters to all your needs.,El propietario realmente satisface todas sus necesidades.
1212,720418:2,"When family came in he gave them apps to test their palets, and then ordered for them.","Cuando llegó la familia, les dio aplicaciones para probar sus paletas y luego ordenó por ellos."
1213,720418:3,Everyone was more then happy with his choices.,Todos estaban más que felices con sus elecciones.
1214,720418:4,Great food and the prices are very reasonable.,Buena comida y los precios son muy razonables.
1215,720620:0,"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.","Obviamente, la traducción al chino de este lugar no significa Big Wong, en realidad significa Gran Prosperidad."
1216,720620:1,The food here does a great service to the name (Cantonese that is...).,La comida aquí hace un gran servicio al nombre (cantonés que es ...).
1217,720620:2,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,Me enamoré de los fideos de huevo en el caldo de res con albóndigas de camarones y lonchas de cerdo asado a la barbacoa.
1218,720620:3,This dish is my favorite and I always get it when I go there and never get tired of it.,Este plato es mi favorito y siempre lo consigo cuando voy allí y nunca me canso de él.
1219,720620:4,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.","Pruebe la sopa de arroz y la rosquilla como masa frita que llaman Ow Ley Soh, un pan delicioso y de sabor dulce."
1220,720620:5,Simply some good tasting Chinese food at incredible prices...,Simplemente algo de comida china de buen sabor a precios increíbles ...
1221,720620:6,Service is not what you are coming here for...,El servicio no es lo que buscas aquí ...
1222,720620:7,Just make sure my ice water is kept full and my tea kettle filled with piping hot tea and that's all the service I need...,Solo asegúrate de que mi agua helada se mantenga llena y mi tetera llena de té bien caliente y ese es todo el servicio que necesito ...
1223,720620:8,Big Wong is a great place to eat and fill your stomach.,Big Wong es un gran lugar para comer y llenar tu estómago.
1224,735448:0,this place... we stumbled upon it on labor day weekend.,este lugar ... nos topamos con él el fin de semana del Día del Trabajo.
1225,735448:1,"whoever the jazz duo was, they were on POINT.","Quienquiera que fuera el dúo de jazz, estaban en POINT."
1226,735448:2,"good music, great food, speedy service affordable prices.","buena música, buena comida, servicio rápido a precios asequibles."
1227,735448:3,even the wine by the glass was good.,incluso el vino por copa era bueno.
1228,735448:4,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.","está un poco alejado si no vives en el vecindario, pero definitivamente vale la pena el viaje desde donde sea que estés."
1229,737999:0,Consistently good Japanese Tapas.,Tapas japonesas consistentemente buenas.
1230,737999:1,"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.","Mismo dueño que el dueño de Typhoon, que está justo al final de la calle en St. Marks y 1st Ave."
1231,737999:2,Always good drinks and service is pretty good;,Siempre buenas bebidas y el servicio es bastante bueno;
1232,737999:3,Atmosphere is nice and relaxed too...,El ambiente es agradable y relajado también ...
1233,737999:4,A great place to meet up for some food and drinks...  ,Un gran lugar para reunirse para comer y beber ...
1234,737999:5,Yakitori (bbq meats) is tasty too.,Yakitori (carnes a la barbacoa) también es sabroso.
1235,737999:6,"It's also attached to Angel's Share, which is a cool, more romantic bar...","También está adjunto a Angel's Share, que es un bar fresco y más romántico ..."
1236,740923:0,Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.,Acabo de mudarme al vecindario y hemos estado probando todos los restaurantes de West Village Sushi.
1237,740923:1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.","Si no le importa el pescado precortado de baja calidad, el personal antipático y un chef de sushi que parece miserable, este es su lugar."
1238,740923:2,Price and quality of fish alone will keep us from making a return visit.,El precio y la calidad del pescado por sí solos impedirán que volvamos a visitarlo.
1239,740923:3,Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,"No iba a compartir, pero me siento obligado ... mientras estábamos sentados en el comedor del bar de sushi, vimos al chef dejar caer accidentalmente un trozo de Unagi en el piso y al recuperarlo del piso procedió a usar el trozo en la orden de entrega. estaba preparando."
1240,740923:4,No thanks!!!,"¡¡¡No, gracias!!!"
1241,744478:0,"This place, which is only a few months old, is perhaps Queens' biggest secret!","Este lugar, que tiene solo unos meses, es quizás el mayor secreto de Queens."
1242,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!","Decoración fabulosa: te hace sentir como si estuvieras en un restaurante de moda de Manhattan, muy, muy buena comida, precio económico, personal generalmente amable, y si eres un residente de Manhattan, o pasas la mayor parte de tu tiempo en Manhattan, Rice Avenue hará te sientes como en casa ... muy Soho / Village / Upper West Side menos los precios caros y la clientela pretenciosa ... ¡todo en Roosevelt Avenue!"
1243,746254:0,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,Estábamos sentados afuera y el camarero derramó vino tinto y té caliente sobre mí y mi cita.
1244,746254:1,We were then shooed inside.,Luego nos echaron adentro.
1245,746254:2,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.","Uno pensaría que obtendríamos una disculpa o bebidas de cortesía; en cambio, conseguimos que un camarero esnob ni siquiera tomara nuestro pedido durante 15 minutos y nos dio un labio cuando le pedimos que lo hiciera."
1246,746254:3,"We left, never to return.",Nos fuimos para no volver jamás.
1247,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.","Con tantos buenos restaurantes en el UWS, no necesito comida demasiado cara, camareros absurdamente arrogantes que no reconocen que trabajan en un restaurante glorificado, un servicio torpe y una administración que no le importa."
1248,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,Soy relativamente nuevo en la zona y probé Pick a bagel en el segundo y me decepcionó el servicio y pensé que la comida estaba sobrevalorada y cara.
1249,751493:1,If you are in the area try The Bagel Shoppe on 74th street which is 3 blocks away on 2nd Ave.,"Si se encuentra en el área, pruebe The Bagel Shoppe en la calle 74, que está a 3 cuadras de distancia en la 2nd Ave."
1250,751493:2,"Great bagels, spreads and a good place to hang out in.","Excelentes bagels, pastas para untar y un buen lugar para pasar el rato."
1251,754495:0,You fellas above says its the best Taiwanese restaurant in town.,Los chicos de arriba dicen que es el mejor restaurante taiwanés de la ciudad.
1252,754495:1,However it is the ONLY Taiwanese restaurant in town.,"Sin embargo, es el ÚNICO restaurante taiwanés de la ciudad."
1253,754495:2,The food is okay and the prices here are mediocre.,La comida está bien y los precios aquí son mediocres.
1254,754495:3,You can't say its cheap because food is cheaper in Chinatown.,No se puede decir que sea barato porque la comida es más barata en Chinatown.
1255,754495:4,"They're are better Taiwanese restaurants and they are located in Flushing, Queens.","Son mejores restaurantes taiwaneses y están ubicados en Flushing, Queens."
1256,757762:0,Baluchi's has solid food and a nice decor at reasonable prices.,Baluchi's tiene comida sólida y una bonita decoración a precios razonables.
1257,757762:1,The only problem is that the manager is a complete incompetent.,El único problema es que el gerente es un completo incompetente.
1258,757762:2,He offers subpar service and has no personality.,Ofrece un servicio insatisfactorio y no tiene personalidad.
1259,757762:3,"In fact, it appears he is going to go postal at any moment.","De hecho, parece que se volverá loco en cualquier momento."
1260,757762:4,Skip this location and go to the one in Soho.,Omita esta ubicación y vaya a la del Soho.
1261,757762:5,There is no excuse for such lousy service!,¡No hay excusa para un servicio tan pésimo!
1262,758263:0,I have never before eaten 40 pieces of relatively good nigiri.,Nunca antes había comido 40 piezas de nigiri relativamente bueno.
1263,758263:1,Stuffing yourself with Japanese food is a rare thing.,Llenarte de comida japonesa es algo raro.
1264,758263:2,You can do it here.,Puede hacerlo aquí.
1265,758263:3,$20 for all you can eat sushi cannot be beaten.,$ 20 por todo lo que pueda comer sushi es inmejorable.
