,sentence_id,en,nl
1285,875139:3,We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,We waren vier en kregen de familie grootte penne a la vodka die enorm groot was... een emmer voedsel letterlijk.
1286,875139:4,We got most of it back at home with us.,We hebben het meeste thuis bij ons.
1287,875139:5,I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,Ik zou zeggen dat alles goed en lekker was maar de moeheid op mijn maag iets dat ik niet kan noemen of ondermijnen.
1288,875139:6,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol","De pasta Penne was extra boterig, romig, wat een grote taak betekent om te graven.Eerst lekker, maar ik zou zeggen dat ik vol was met een stuk pizza en zeven om te tellen, Penne... werd een beetje humeurig daarna, want het was gevuld..."
1289,929329:0,"No, really.","Nee, echt."
1290,929329:1,I have eaten a lot of pizza here.,Ik heb hier veel pizza gegeten.
1291,929329:2,"La Rosa waltzes in, and I think they are doing it the best.","La Rosa walst binnen, en ik denk dat ze het het beste doen."
1292,929329:3,"Interesting selection, good wines, service fine, fun decor.","Interessante selectie, goede wijnen, service prima, leuke decor."
1293,935633:0,I have been twice to this restaurant.,Ik ben twee keer in dit restaurant geweest.
1294,935633:1,I love it.,Ik vind het geweldig.
1295,935633:2,I plan on stopping by next week as well.,Ik ben ook van plan om volgende week langs te komen.
1296,935633:3,"I found it on a cold night, the perfect spot to warm up.","Ik vond het op een koude nacht, de perfecte plek om op te warmen."
1297,935633:4,I recieved prompt service with a smile.,Ik ontving prompt service met een glimlach.
1298,935633:5,"To me it exemplifies Soho, cute, artsy, interesting.","Voor mij is het een voorbeeld van Soho, schattig, artistiek, interessant."
1299,935633:6,Definately check it out!!!,Zeker controleren!!!
1300,955711:0,This place blew me away...by far my new favorite restaurant on the uppereast side.,Deze plek blies me op... veruit mijn nieuwe favoriete restaurant aan de hoogste kant.
1301,955711:1,The wine list is extensive and impressive.,De wijnlijst is uitgebreid en indrukwekkend.
1302,955711:2,LOVE the atmosphere - felt like I was in Paris.,Het voelde alsof ik in Parijs was.
1303,955711:3,The mussels were fantastic and so was the dessert...definitely going to be back very soon.,De mosselen waren fantastisch en het dessert ook... zal zeker snel terug zijn.
1304,957145:0,I just read Mocaramel's review and felt compelled to respond.,Ik heb net Mocaramel's recensie gelezen en voelde me gedwongen om te reageren.
1305,957145:1,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,Ik kom hier al jaren en heb niets anders te zeggen dan goede dingen over de dienst en het grote personeel van La Lantaarna.
1306,957145:2,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.","In de loop der jaren hebben de gastheer, Vittorio, en zijn bemanning, mij altijd als familie behandeld, hoewel met al het werk dat dit niet zo-kleine juweeltje doet, het verbazingwekkend is dat hij zelfs in staat is om een consistente maar niet-zo-frequente bezoeker te herinneren."
1307,957145:3,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!","Ik ben ook verbaasd over alle nieuwe toevoegingen in de afgelopen jaren: een nieuwe Jazz Bar, de meest fantastische Diner Garden, de Best Thin Crust Pizzas, en nu een Lasagna Menu waar je voor moet sterven (dit zijn niet je gemiddelde lasagna's)!"
1308,957145:4,I lOVE THIS PLACE!,Ik herken deze plek.
1309,957145:5,Keep up the good work guys!,Blijf bij de goede jongens!
1310,958809:0,My girlfiends and I ate at O.G. again last night.,Mijn meisjes en ik hebben gisteravond weer gegeten bij O.G.
1311,958809:1,I have to say I have never had a disapointing meal here.,Ik moet zeggen dat ik hier nog nooit een teleurstellende maaltijd heb gehad.
1312,958809:2,We could have made a meal of the yummy dumplings from the dumpling menu.,We hadden een maaltijd kunnen maken van de lekkere knoedels uit het menu met knoedels.
1313,958809:3,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.","Gelukkig hebben we ruimte gelaten voor de BBQ Salmon, Sea Bass en Crispy Duck."
1314,958809:4,We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,"We werden een beetje dronken van de sake, maar is dat niet wat zaterdagavonden met de vriendinnen zijn?"
1315,ADLT#8:0,Love Al Di La,Hou van Al Di La
1316,ADLT#8:1,I recommend this place to everyone.,Ik raad deze plek aan aan iedereen.
1317,ADLT#8:2,Great food.,Lekker eten.
1318,ADLT#2:0,One of my favorite places in Brooklyn. ,Een van mijn favoriete plaatsen in Brooklyn.
1319,ADLT#2:1,"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.","De pastas zijn ongelooflijk, de risotto's (met name de sepia) zijn fantastisch en het geroosterde konijn is geweldig."
1320,BFC#4:0,Overpriced and not tasty ,Overgeprijsd en niet lekker
1321,BFC#4:1,The food here was mediocre at best. ,Het eten hier was hoogstens middelmatig.
1322,BFC#4:2,It was totally overpriced- fish and chips was about $15.... ,Het was te duur. Vis en chips gingen over $15...
1323,BFC#4:3,There are so many other great places to go to eat and drink..... this place is not worth it...,Er zijn zoveel andere geweldige plaatsen om te gaan eten en te drinken.....Deze plek is het niet waard...
1324,BHD#9:0,Tasty Dog!,Smaaky Dog.
1325,BHD#9:1,"An awesome organic dog, and a conscious eco friendly establishment.","Een geweldige organische hond, en een bewuste eco vriendelijke vestiging."
1326,BHD#9:2,One of the best hot dogs I have ever eaten.,Een van de beste hot dogs die ik ooit gegeten heb.
1327,BHD#9:3,Can't wait to go back.,Ik kan niet wachten om terug te gaan.
1328,BzG#1:0,The Cypriot restaurant has a lot going for it.,Het Cypriotische restaurant heeft er veel voor.
1329,BzG#1:1,But the best pork souvlaki I ever had is the main thing.,Maar de beste varkenssouvlaki die ik ooit heb gehad is het belangrijkste.
1330,BzG#1:2,Trust me.,Vertrouw me.
1331,BzG#1:3,Run don't walk.,Loop niet.
1332,EVPK#10:0,Super YUMMY Pizza!,Super YUMMY Pizza!
1333,EVPK#10:1,I was visiting New York City with a friend and we discovered this really warm and inviting restaurant.,Ik was in New York met een vriend en we ontdekten een warm en uitnodigend restaurant.
1334,EVPK#10:2,"I LOOOVE their eggplant pizza, as well as their pastas!",Ik hou van hun aubergine pizza en hun pastas.
1335,EVPK#10:3,"We had half/half pizza, mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza!","We hadden half/half pizza, de mijne was aubergine en mijn vriend had de buffel en het was zo groot voor een kleine pizza!"
1336,EVPK#10:4,"We had fun eating in there, we were there like around 3 a.m. in the morning!","We hadden het leuk daar te eten, we waren daar rond drie uur in de ochtend!"
1337,EVPK#10:5,"Will comeback for sure, wish they have it here in LA..","Zal zeker terugkomen, wensen dat ze het hier in LA hebben."
1338,Z#3:0,"Excellent food, although the interior could use some help.","Uitstekend eten, maar het interieur kan wel wat hulp gebruiken."
1339,Z#3:1,"The space kind of feels like an Alice in Wonderland setting, without it trying to be that.","De ruimte voelt als een Alice in Wonderland omgeving, zonder dat het dat probeert te zijn."
1340,Z#3:2,"I paid just about $60 for a good meal, though :)","Ik betaalde ongeveer $60 voor een goede maaltijd, hoewel:)"
1341,Z#3:3,Great sake!,Goede sake!
1342,Y#7:0,"Reliable, Fresh Sushi","Betrouwbaar, Vers Sushi"
1343,Y#7:1,My husband and I take out from here 3-4 times a month.,Mijn man en ik gaan hier drie-4 keer per maand uit.
1344,Y#7:2,The sashimi is always fresh and the rolls are innovative and delicious.,De sashimi is altijd vers en de broodjes zijn innovatief en heerlijk.
1345,Y#7:3,Have never had a problem with service save a missing rice once.,"Ik heb nooit een probleem gehad met service, behalve een vermiste rijst."
1346,Y#7:4,Delivery can be spot on or lacking depending on the weather and the day of the week.,"Levering kan op of ontbreekt, afhankelijk van het weer en de dag van de week."
1347,Y#7:5,Delivery guy sometimes get upset if you don't tip more than 10%.,De bezorger wordt soms boos als je niet meer dan tien procent fooi geeft.
1348,Y#7:6,We've found it to be better and fresher than Kiku which is comparable in price.,"We vonden het beter en frisser dan Kiku, wat vergelijkbaar is met de prijs."
1349,Y#3:0,Best. Sushi. Ever.,Beste.Sushi.Nooit.
1350,Y#3:1,This place has ruined me for neighborhood sushi.,Deze plek heeft me verpest voor sushi in de buurt.
1351,Y#3:2,"Creative, consistent, fresh.","Creatief, consistent, vers."
1352,Y#3:3,"Excellent sashimi, and the millennium roll is beyond delicious.","Uitstekende sashimi, en de Millenniumrol is overheerlijk."
1353,Y#3:4,Not cheap but very yummy.,"Niet goedkoop, maar heel lekker."
1354,Y#3:5,Love it.,Ik hou ervan.
1355,Y#2:0,"Very, very nice",Heel erg mooi.
1356,Y#2:1,"The place is a bit hidden away, but once you get there, it's all worth it.","Het is een beetje verborgen, maar zodra je daar bent, is het het allemaal waard."
1357,Y#2:2,not only is the food,Niet alleen is het eten
1358,WE#9:0,Loved It,Ik vond het geweldig.
1359,WE#9:1,My wife and I went to Water's Edge for a romantic dinner.,Mijn vrouw en ik gingen naar Water's Edge voor een romantisch diner.
1360,WE#9:2,We had a very nice time.,We hadden een leuke tijd.
1361,WE#9:3,"The waiter was attentive, the food was delicious and the views of the city were great.","De ober was attent, het eten was heerlijk en het uitzicht op de stad was geweldig."
1362,WE#9:4,I'd definitely go back again.,Ik zou zeker terug gaan.
1363,TR#3:0,Great place to relax and enjoy your dinner,Geweldige plek om te ontspannen en genieten van uw diner
1364,TR#3:1,There is something about their atmosphere that makes me come back nearly every week.,Er is iets met hun atmosfeer waardoor ik bijna elke week terug kom.
1365,TR#3:2,"Place is open till late, no dress code.","Het is tot laat open, geen kledingvoorschrift."
1366,TR#3:3,Good food: my favorite is the seafood spaghetti.,Goed eten: mijn favoriet zijn de zeevruchten spaghetti.
1367,TR#3:4,Highly recommended!,Zeer aanbevolen!
1368,TM#7:0,Excellent food for great prices,Uitstekende voeding voor geweldige prijzen
1369,TM#7:1,My husband and I have been sold on this from the first visit.,Mijn man en ik zijn hier vanaf het eerste bezoek aan verkocht.
1370,TM#7:2,The wait staff is very courteous and accomodating.,Het personeel is zeer beleefd en gastvrij.
1371,TM#7:3,"The space is limited so be prepared to wait up to 45 minutes - 1 hour, but be richly rewarded when you savor the delicious indo-chinese food.","De ruimte is beperkt dus bereid om tot 45 minuten te wachten --1 uur, maar rijkelijk beloond wanneer u geniet van het heerlijke indo-Chinese eten."
1372,TM#7:4,There are no negatives to speak of.,Er zijn geen negatieven om over te spreken.
1373,RL#7:0,the bestt!,De beste!
1374,RL#7:1,my favorite place lol,mijn favoriete plek lol
