,sentence_id,en,es
1219,720620:4,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.","Prueben la masa frita de avena y rosquillas, que llaman ""Oh, Ley Soh"", un delicioso pan dulce."
1220,720620:5,Simply some good tasting Chinese food at incredible prices...,"Sólo un poco de comida china deliciosa, a un precio increíble..."
1221,720620:6,Service is not what you are coming here for...,El servicio no es para lo que estás aquí...
1222,720620:7,Just make sure my ice water is kept full and my tea kettle filled with piping hot tea and that's all the service I need...,"Sólo asegúrate de que mi agua helada esté llena, mi tetera llena de té caliente caliente, eso es todo lo que necesito..."
1223,720620:8,Big Wong is a great place to eat and fill your stomach.,El Rey es un buen lugar para comer y comer.
1224,735448:0,this place... we stumbled upon it on labor day weekend.,Este lugar es...Lo encontramos el fin de semana del día del trabajo.
1225,735448:1,"whoever the jazz duo was, they were on POINT.","Cualquiera que sea la combinación de jazz, son muy pertinentes."
1226,735448:2,"good music, great food, speedy service affordable prices.","Música bonita, comida deliciosa, servicios rápidos, precios asequibles."
1227,735448:3,even the wine by the glass was good.,Hasta el vaso está bien.
1228,735448:4,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.","Si no vives cerca, estás un poco aislado, pero donde quiera que estés, vale la pena nadar."
1229,737999:0,Consistently good Japanese Tapas.,Siempre un buen bocadillo japonés.
1230,737999:1,"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.","Al igual que el dueño del tifón, está en las calles de Saint Marc y la primera."
1231,737999:2,Always good drinks and service is pretty good;,Las bebidas y los servicios siempre son buenos.
1232,737999:3,Atmosphere is nice and relaxed too...,El ambiente es agradable y relajante...
1233,737999:4,A great place to meet up for some food and drinks...  ,"Un buen lugar para reunirse, comer y beber..."
1234,737999:5,Yakitori (bbq meats) is tasty too.,El asado está delicioso.
1235,737999:6,"It's also attached to Angel's Share, which is a cool, more romantic bar...","También le pertenece a la parte del ángel, que es un bar genial, más romántico..."
1236,740923:0,Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.,"Acabamos de mudarnos, hemos estado probando todas las tiendas de sushi de West Village."
1237,740923:1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.","Si no te molesta el pescado de mala calidad, el personal no amistoso y el chef del sushi, que parece muy doloroso, entonces este es tu lugar."
1238,740923:2,Price and quality of fish alone will keep us from making a return visit.,El precio y la calidad del pescado no nos permiten volver a visitarlo.
1239,740923:3,Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,"No tengo la intención de compartirlo, pero me siento obligado... Cuando nos sentamos en el restaurante de sushi y comemos, vimos al cocinero tirar accidentalmente un pedazo de unaghi en el suelo y recogerlo del suelo, y seguimos usando el pedazo de la orden de entrega que él había preparado."
1240,740923:4,No thanks!!!,"¡No, gracias!!!"
1241,744478:0,"This place, which is only a few months old, is perhaps Queens' biggest secret!","¡Este lugar, que sólo tiene unos meses de historia, es probablemente el mayor secreto de Queens!"
1242,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!","Decoración espléndida - te hace sentir en un restaurante moderno de Manhattan, comida muy buena, precios baratos, empleados generalmente amistosos, si fueras Manhattan, o la mayoría de tu tiempo en Manhattan, Rice Avenue te haría sentir bien... El Soho / pueblo / Upper West Side menos los precios caros y los clientes pretenciosos.¡En la calle Roosevelt!"
1243,746254:0,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,Nos sentamos afuera y la camarera derrama vino y té caliente sobre mi cita.
1244,746254:1,We were then shooed inside.,Y luego nos echaron.
1245,746254:2,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.","Algunos pensarían que recibiríamos una disculpa o una bebida gratis; por el contrario, tenemos un camarero esnob que no recoge nuestros pedidos en 15 minutos y nos dijo una palabra cuando le dijimos que lo hiciera."
1246,746254:3,"We left, never to return.",Nos fuimos y no volvimos.
1247,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.","Hay tantos buenos restaurantes en Wisconsin, no necesito comida demasiado cara, meseras ridículas arrogantes, no reconocen que trabajan en un restaurante de honor, servicios torpes, y no les importa la gestión."
1248,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,"No conozco esta zona, traté de elegir un bgel el día 2, pero me decepcionaron los servicios, creo que la comida es demasiado, y el precio es demasiado alto."
1249,751493:1,If you are in the area try The Bagel Shoppe on 74th street which is 3 blocks away on 2nd Ave.,"Si estás en esta zona, puedes probar la panadería de la calle 74, a tres cuadras de la Segunda Avenida."
1250,751493:2,"Great bagels, spreads and a good place to hang out in.","Un buen bagel, una tienda y un buen lugar."
1251,754495:0,You fellas above says its the best Taiwanese restaurant in town.,Dicen que es el mejor restaurante taiwanés de la ciudad.
1252,754495:1,However it is the ONLY Taiwanese restaurant in town.,"Sin embargo, es el único restaurante taiwanés de la ciudad."
1253,754495:2,The food is okay and the prices here are mediocre.,"Aquí la comida está bien, al precio normal."
1254,754495:3,You can't say its cheap because food is cheaper in Chinatown.,"No puedes decir que es barato, porque la comida en Chinatown es más barata."
1255,754495:4,"They're are better Taiwanese restaurants and they are located in Flushing, Queens.","Son mejores restaurantes taiwaneses, en FLUSHING, Queens."
1256,757762:0,Baluchi's has solid food and a nice decor at reasonable prices.,Baluchi 's tiene comida S ólida y decoraciones bonitas a un precio razonable.
1257,757762:1,The only problem is that the manager is a complete incompetent.,El único problema es que el gerente es totalmente incompetente.
1258,757762:2,He offers subpar service and has no personality.,Su servicio es de mala calidad y carece de personalidad.
1259,757762:3,"In fact, it appears he is going to go postal at any moment.","De hecho, parece que va a la Oficina de correos en cualquier momento."
1260,757762:4,Skip this location and go to the one in Soho.,Salte de esta posición y vaya a la de Soho.
1261,757762:5,There is no excuse for such lousy service!,¡No hay excusa para un servicio tan malo!
1262,758263:0,I have never before eaten 40 pieces of relatively good nigiri.,Nunca había comido una pimienta negra mejor de 40 dólares.
1263,758263:1,Stuffing yourself with Japanese food is a rare thing.,Es raro comer comida japonesa.
1264,758263:2,You can do it here.,Puedes hacerlo aquí.
1265,758263:3,$20 for all you can eat sushi cannot be beaten.,Sólo tienes que gastar 20 dólares en sushi.
1266,759781:0,"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.","Un domingo por la tarde fui a areo con cuatro novias, donde pasé tres horas felices."
1267,759781:1,"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.","El restaurante estaba lleno al principio, así que esperamos unos 20 minutos en el bar antes de sentarnos."
1268,759781:2,"Most of the servers are very attentive, friendly and quite attractive.","La mayoría de los servidores son amables, amistosos y atractivos."
1269,759781:3,"The atmosphere was mostly of an older crowd, but there were a few groups of mid 20's/30 year olds also.","La mayoría de las personas de edad son de edad, pero también hay un pequeño número de jóvenes de 20 a 30 años."
1270,759781:4,"The vibe is very relaxed and cozy, service was great and the food was excellent!","Me siento relajado, cómodo, bien atendido y bien alimentado."
1271,759781:5,Me and my girls will definitely go back.,Mis hijas y yo vamos a volver.
1272,773720:0,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,"La comida es buena, incluso cuando voy a esquiar a la ciudad de Nueva York, las vistas son muy buenas."
1273,773720:1,I would highly recommand requesting a table by the window.,Le recomiendo encarecidamente que reserve una mesa junto a la ventana.
1274,773720:2,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,"Aunque te pregunten qué tipo de agua quieres, el servicio es bueno y, en general, comer en un lugar muy relajado."
1275,872763:0,"I've eaten at Pizza Gruppo a few times, but more often I order delivery.","Comí un par de veces en la pizzería gropoy, pero más a menudo pedí que me entregaran."
1276,872763:1,The food is great.,La comida está buena.
